,Contact type_x,User_ID,Search_Date,Search Type,Search_On,Results,Execution time (s),Search Origin
341,Client,,2/13/2020,Multiple,GlobalVU / At the Borders,0,0,BackEnd quick search
342,Client,,2/13/2020,Multiple,GlobalVU / Blair,0,0,BackEnd quick search
343,Client,,2/13/2020,Multiple,GlobalVU,0,0,FrontEnd quick search
344,Client,,2/8/2020,Multiple,Murray House,0,0,BackEnd quick search
345,Client,,2/8/2020,Multiple,,13,0.011,BackEnd advanced search
346,Client,,2/8/2020,Multiple,,13,0.026,BackEnd advanced search
347,Client,,2/8/2020,Multiple,Larry Marnett,0,0,BackEnd advanced search
348,Client,,2/8/2020,Multiple,Alyssa Hasty / Larry Marnett,0,0.031,BackEnd quick search
349,Client,,2/8/2020,Multiple,Alyssa Hasty,0,0,FrontEnd quick search
350,Client,,2/8/2020,Multiple,Alyssa Hasty,0,0,FrontEnd quick search
351,Client,,2/7/2020,Multiple,&quot;Candice Storey Lee&quot;,0,0,FrontEnd quick search
352,Client,,2/7/2020,Multiple,marnett,0,0,BackEnd advanced search
353,Client,,2/7/2020,Multiple,marnett,0,0,BackEnd quick search
354,Client,,2/7/2020,Multiple,marnett,0,0,BackEnd quick search
355,Client,,2/7/2020,Multiple,marnett,0,0,FrontEnd quick search
356,Client,,2/7/2020,Multiple,marnett,0,0,FrontEnd quick search
357,Client,,2/6/2020,Multiple,wond&#39;ry,0,0.001,FrontEnd quick search
358,Client,,2/6/2020,Multiple,wond&#39;ry,0,0,BackEnd quick search
359,Client,,2/6/2020,Multiple,,13,0.021,BackEnd advanced search
360,Client,,2/6/2020,Multiple,the wond&#39;ry,0,0,BackEnd advanced search
361,Client,,2/6/2020,Multiple,the wond&#39;ry / the wondry,0,0,BackEnd quick search
362,Client,,2/6/2020,Multiple,the wond&#39;ry,0,0,BackEnd advanced search
363,Client,,2/6/2020,Multiple,the wond&#39;ry,0,0,FrontEnd quick search
364,Client,,2/5/2020,Multiple,michelle mcmillian,0,0,FrontEnd quick search
365,Client,,2/4/2020,Multiple,&quot;sophie cape&quot;,0,0,FrontEnd quick search
366,Client,,2/3/2020,Multiple,,14,0.014,BackEnd advanced search
367,Client,,2/3/2020,Multiple,,14,0.014,BackEnd advanced search
368,Client,,2/3/2020,Multiple,,14,0.018,BackEnd advanced search
369,Client,,2/3/2020,Multiple,service,0,0,FrontEnd advanced search
370,Client,,2/3/2020,Multiple,service,0,0,BackEnd quick search
371,Client,,1/31/2020,Multiple,service,0,0,FrontEnd quick search
372,Client,,1/31/2020,Multiple,James patterson,0,0,FrontEnd quick search
373,Client,,1/31/2020,Multiple,,14,0.018,BackEnd advanced search
374,Client,,1/31/2020,Multiple,it,0,0,BackEnd advanced search
375,Client,,1/31/2020,Multiple,it / all hands,0,0,BackEnd quick search
376,Client,,1/31/2020,Multiple,it,0,0,FrontEnd quick search
377,Client,,1/31/2020,Multiple,Riley alexander,0,0,BackEnd advanced search
378,Client,,1/31/2020,Multiple,KOLONDRA / Riley alexander,0,0.022,BackEnd quick search
379,Client,,1/31/2020,Multiple,KOLONDRA,0,0,FrontEnd quick search
380,Client,,1/30/2020,Multiple,VUIT,0,0,FrontEnd quick search
381,Client,,1/29/2020,Multiple,photos / student,0,0,BackEnd quick search
382,Client,,1/29/2020,Multiple,photos / student,0,0,BackEnd quick search
383,Client,,1/29/2020,Multiple,photos / students,0,0,BackEnd quick search
384,Client,,1/29/2020,Multiple,photos / students,0,0,BackEnd quick search
385,Client,,1/29/2020,Multiple,photos / photosstudents,0,0,BackEnd quick search
386,Client,,1/29/2020,Multiple,photos,4,0.022,FrontEnd quick search
387,Client,,1/24/2020,Multiple,librarian,0,0,FrontEnd quick search
388,Client,,1/23/2020,Multiple,MLK,0,0,FrontEnd quick search
389,Client,,1/23/2020,Multiple,little library,0,0,FrontEnd quick search
390,Client,,1/22/2020,Multiple,service / award,0,0,BackEnd quick search
391,Client,,1/22/2020,Multiple,service,0,0,BackEnd advanced search
392,Client,,1/22/2020,Multiple,service,0,0,BackEnd advanced search
393,Client,,1/22/2020,Multiple,service,0,0,BackEnd quick search
394,Client,,1/22/2020,Multiple,service,0,0,BackEnd advanced search
395,Client,,1/22/2020,Multiple,service,0,0,FrontEnd quick search
396,Client,,1/21/2020,Multiple,&quot;Black Cultural Center&quot;,0,0,FrontEnd quick search
397,Client,,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,FrontEnd quick search
398,Client,,1/20/2020,Multiple,,0,0,FrontEnd quick search
399,Client,,1/20/2020,Multiple,global,0,0,FrontEnd quick search
400,Client,,1/18/2020,Multiple,faculty,5,0.105,BackEnd quick search
401,Client,,1/17/2020,Multiple,STUDENTS / faculty,0,0,BackEnd quick search
402,Client,,1/17/2020,Multiple,STUDENTS,1,0.124,FrontEnd quick search
403,Client,,1/16/2020,Multiple,library,0,0,BackEnd advanced search
404,Client,,1/16/2020,Multiple,lending library / library,0,0,BackEnd quick search
405,Client,,1/16/2020,Multiple,lending library,0,0,FrontEnd quick search
406,Client,,1/14/2020,Multiple,,14,0.017,BackEnd advanced search
407,Client,,1/14/2020,Multiple,the wondry,0,0,BackEnd quick search
408,Client,,1/14/2020,Multiple,&quot;research laboratory&quot;,0,0,BackEnd advanced search
409,Client,,1/14/2020,Multiple,&quot;research laboratory&quot;,0,0,BackEnd quick search
410,Client,,1/14/2020,Multiple,lab,0,0,BackEnd quick search
411,Client,,1/14/2020,Multiple,,14,0.019,BackEnd advanced search
412,Client,,1/14/2020,Multiple,the clean room,0,0,BackEnd advanced search
413,Client,,1/14/2020,Multiple,the clean room / vinse,0,0,BackEnd quick search
414,Client,,1/14/2020,Multiple,the clean room,0,0,FrontEnd quick search
415,Client,,1/13/2020,Multiple,jeff balser / Nick zeppos,0,0,BackEnd quick search
416,Client,,1/13/2020,Multiple,jeff balser,0,0,FrontEnd quick search
417,Client,,1/10/2020,Multiple,engineering,0,0,FrontEnd quick search
418,Client,,1/10/2020,Multiple,,14,0.023,BackEnd advanced search
419,Client,,1/10/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,FrontEnd quick search
420,Client,,1/9/2020,Multiple,,14,0.017,BackEnd advanced search
421,Client,,1/9/2020,Multiple,,13,0.02,BackEnd advanced search
422,Client,,1/9/2020,Multiple,,14,0.019,BackEnd advanced search
423,Client,,1/9/2020,Multiple,★★★★★★★,12,0.213,BackEnd advanced search
424,Client,,1/9/2020,Multiple,,14,0.037,FrontEnd quick search
425,Client,,1/9/2020,Multiple,,14,0.025,FrontEnd quick search
426,Client,,1/9/2020,Multiple,,14,0.088,FrontEnd quick search
427,Client,,1/8/2020,Multiple,zeppos,0,0,BackEnd advanced search
428,Client,,1/8/2020,Multiple,zeppos,0,0,BackEnd quick search
429,Client,,1/8/2020,Multiple,zeppos / catering,0,0,BackEnd quick search
430,Client,,1/8/2020,Multiple,zeppos,0,0,BackEnd advanced search
431,Client,,1/8/2020,Multiple,zeppos,0,0,BackEnd advanced search
432,Client,,1/8/2020,Multiple,zeppos,0,0,FrontEnd quick search
433,Client,,1/8/2020,Multiple,zeppos,0,0,FrontEnd quick search
434,Client,,1/8/2020,Multiple,basic sciences,0,0,FrontEnd quick search
435,Client,,1/7/2020,Multiple,goldsmith,0,0,FrontEnd quick search
436,Client,,1/6/2020,Multiple,FOOTBALL,0,0,FrontEnd quick search
437,Client,,1/6/2020,Multiple,Commencement / kirkland,0,0,BackEnd quick search
438,Client,,1/6/2020,Multiple,Commencement,0,0,FrontEnd quick search
439,Client,,1/2/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,FrontEnd quick search
440,Client,,1/2/2020,Multiple,campus / &quot;students event&quot;,0,0.003,BackEnd quick search
441,Client,,1/2/2020,Multiple,campus / students,1,0.026,BackEnd quick search
442,Client,,1/2/2020,Multiple,campus / campus with students,0,0,BackEnd quick search
443,Client,,1/2/2020,Multiple,campus,12,0.022,FrontEnd quick search
444,Client,,1/2/2020,Multiple,students on campus,1,0.032,FrontEnd quick search
445,Client,,1/2/2020,Multiple,students / student,1,0.02,BackEnd advanced search
446,Client,,1/2/2020,Multiple,students / student,1,0.024,BackEnd quick search
447,Client,,1/2/2020,Multiple,students / student,1,0.024,BackEnd quick search
448,Client,,1/2/2020,Multiple,students / campus,1,0.027,BackEnd quick search
449,Client,,1/2/2020,Multiple,students / campus,1,0.015,FrontEnd advanced search
450,Client,,1/2/2020,Multiple,students / campus,1,0.02,BackEnd advanced search
451,Client,,1/2/2020,Multiple,students / campus,1,0.023,BackEnd quick search
452,Client,,1/2/2020,Multiple,students,1,0.02,FrontEnd quick search
453,Client,,1/2/2020,Multiple,campus,12,0.013,FrontEnd quick search
454,Client,,1/2/2020,Multiple,campus,12,0.064,FrontEnd quick search
455,Client,,12/20/2019,Multiple,overhead,0,0,BackEnd advanced search
456,Client,,12/20/2019,Multiple,drone / overhead,0,0,BackEnd advanced search
457,Client,,12/20/2019,Multiple,drone / overhead,0,0,BackEnd advanced search
458,Client,,12/20/2019,Multiple,drone / overhead,0,0,BackEnd advanced search
459,Client,,12/20/2019,Multiple,drone / overhead,0,0,BackEnd quick search
460,Client,,12/20/2019,Multiple,drone / campus,5,0.03,BackEnd quick search
461,Client,,12/20/2019,Multiple,drone,9,0.016,FrontEnd quick search
462,Client,,12/20/2019,Multiple,aerial,10,0.025,FrontEnd quick search
463,Client,,12/19/2019,Multiple,,14,0.016,FrontEnd quick search
464,Client,,12/19/2019,Multiple,,14,0.032,FrontEnd quick search
465,Client,,12/19/2019,Multiple,nursing,0,0,BackEnd quick search
466,Client,,12/19/2019,Multiple,nursing,0,0,FrontEnd quick search
467,Client,,12/18/2019,Multiple,medical building exterior,0,0,FrontEnd quick search
468,Client,,12/17/2019,Multiple,students,1,0.099,FrontEnd quick search
469,Client,,12/17/2019,Multiple,students,1,0.028,FrontEnd quick search
470,Client,,12/17/2019,Multiple,Carwil Bjork-James,0,0,FrontEnd quick search
471,Client,,12/16/2019,Multiple,baseball,1,0.169,FrontEnd quick search
472,Client,,12/16/2019,Multiple,Awards,0,0,BackEnd quick search
473,Client,,12/16/2019,Multiple,Faculty Awards,0,0,BackEnd quick search
474,Client,,12/16/2019,Multiple,Faculty Awards,0,0,BackEnd advanced search
475,Client,,12/16/2019,Multiple,Faculty Assembly / Faculty Awards,0,0,BackEnd quick search
476,Client,,12/16/2019,Multiple,Faculty Assembly,0,0,FrontEnd quick search
477,Client,,12/16/2019,Multiple,campus,13,0.02,FrontEnd quick search
478,Client,,12/16/2019,Multiple,central,0,0,BackEnd advanced search
479,Client,,12/16/2019,Multiple,central,0,0,FrontEnd quick search
480,Client,,12/16/2019,Multiple,library,1,0.025,FrontEnd quick search
481,Client,,12/13/2019,Multiple,,22,0.016,BackEnd advanced search
482,Client,,12/13/2019,Multiple,,22,0.016,BackEnd advanced search
483,Client,,12/13/2019,Multiple,chancellor,0,0,BackEnd quick search
484,Client,,12/13/2019,Multiple,,22,0.035,BackEnd advanced search
485,Client,,12/13/2019,Multiple,diermeier,0,0,BackEnd advanced search
486,Client,,12/13/2019,Multiple,diermeier / chancellor,0,0,BackEnd quick search
487,Client,,12/13/2019,Multiple,diermeier,0,0,FrontEnd quick search
488,Client,,12/13/2019,Multiple,medical center,0,0,FrontEnd quick search
489,Client,,12/13/2019,Multiple,commencement,0,0,FrontEnd quick search
490,Client,,12/13/2019,Multiple,,0,0,FrontEnd quick search
491,Client,,12/13/2019,Multiple,,22,0.158,FrontEnd quick search
492,Client,,12/12/2019,Multiple,research,0,0,FrontEnd quick search
493,Client,,12/12/2019,Multiple,,22,0.015,BackEnd advanced search
494,Client,,12/12/2019,Multiple,fireworks,0,0,FrontEnd quick search
495,Client,,12/12/2019,Multiple,Summer,0,0,FrontEnd quick search
496,Client,,12/12/2019,Multiple,global,0,0,FrontEnd quick search
497,Client,,12/12/2019,Multiple,graduation,0,0,FrontEnd quick search
498,Client,,12/12/2019,Multiple,Kirkland,4,0.028,FrontEnd quick search
499,Client,,12/12/2019,Multiple,graduation,0,0,FrontEnd quick search
500,Client,,12/12/2019,Multiple,&quot;Susan Wente&quot; / graduation,0,0,BackEnd advanced search
501,Client,,12/12/2019,Multiple,&quot;Susan Wente&quot; / graduation,0,0,BackEnd quick search
502,Client,,12/12/2019,Multiple,&quot;Susan Wente&quot; / graduation,0,0,BackEnd advanced search
503,Client,,12/12/2019,Multiple,&quot;Susan Wente&quot; / graduation,0,0,BackEnd quick search
504,Client,,12/12/2019,Multiple,&quot;Susan Wente&quot; / kirkland,0,0,BackEnd quick search
505,Client,,12/12/2019,Multiple,&quot;Susan Wente&quot;,0,0,FrontEnd quick search
506,Client,,12/12/2019,Multiple,chancellor,0,0,FrontEnd quick search
507,Client,,12/12/2019,Multiple,marnett,0,0,FrontEnd quick search
508,Client,,12/12/2019,Multiple,,22,0.049,FrontEnd quick search
509,Client,,12/11/2019,Multiple,Soul,0,0,FrontEnd quick search
510,Client,,12/11/2019,Multiple,winter,0,0,FrontEnd quick search
511,Client,,12/11/2019,Multiple,hemmer,0,0,FrontEnd quick search
512,Client,,12/10/2019,Multiple,satco,0,0,FrontEnd quick search
513,Client,,12/9/2019,Multiple,Peabody,0,0,BackEnd quick search
514,Client,,12/9/2019,Multiple,ally armsted,0,0,BackEnd advanced search
515,Client,,12/9/2019,Multiple,hobbs / ally armsted,0,0,BackEnd quick search
516,Client,,12/9/2019,Multiple,hobbs,0,0,FrontEnd quick search
517,Client,,12/9/2019,Multiple,international,0,0,FrontEnd quick search
518,Client,,12/9/2019,Multiple,implosion,0,0,BackEnd advanced search
519,Client,,12/9/2019,Multiple,al gore / implosion,0,0,BackEnd quick search
520,Client,,12/9/2019,Multiple,al gore,0,0,FrontEnd quick search
521,Client,,12/9/2019,Multiple,vandyboys,0,0,FrontEnd quick search
522,Client,,12/5/2019,Multiple,harold stirling vanderbilt / harold vanderbilt,0,0,BackEnd quick search
523,Client,,12/5/2019,Multiple,harold stirling vanderbilt,0,0.001,FrontEnd quick search
524,Client,,12/5/2019,Multiple,,24,0.017,FrontEnd quick search
525,Client,,12/5/2019,Multiple,,24,0.031,FrontEnd quick search
526,Client,,12/4/2019,Multiple,wente,0,0,FrontEnd quick search
527,Client,,12/4/2019,Multiple,martha ingram,0,0,FrontEnd quick search
528,Client,,12/2/2019,Multiple,,24,0.019,BackEnd advanced search
529,Client,,12/2/2019,Multiple,&quot;I am Vanderbilt&quot;,0,0,BackEnd advanced search
530,Client,,12/2/2019,Multiple,&quot;I am Vanderbilt&quot;,0,0,FrontEnd quick search
531,Client,,11/28/2019,Multiple,,24,0.015,FrontEnd quick search
532,Client,,11/28/2019,Multiple,,24,0.038,FrontEnd quick search
533,Client,,11/26/2019,Multiple,Football,1,0.017,FrontEnd quick search
534,Client,,11/25/2019,Multiple,football,1,0.017,BackEnd quick search
535,Client,,11/25/2019,Multiple,,24,0.214,BackEnd advanced search
536,Client,,11/25/2019,Multiple,senior day,0,0,FrontEnd quick search
537,Client,,11/22/2019,Multiple,ingram commons,0,0,FrontEnd quick search
538,Client,,11/22/2019,Multiple,Student,1,0.036,FrontEnd quick search
539,Client,,11/21/2019,Multiple,governor / Bill Lee,0,0.001,BackEnd quick search
540,Client,,11/21/2019,Multiple,governor,0,0,FrontEnd quick search
541,Client,,11/21/2019,Multiple,,24,0.023,FrontEnd quick search
542,Client,,11/19/2019,Multiple,,24,0.018,FrontEnd quick search
543,Client,,11/19/2019,Multiple,squirrel,0,0,BackEnd quick search
544,Client,,11/19/2019,Multiple,,24,0.014,BackEnd advanced search
545,Client,,11/19/2019,Multiple,leaves,0,0,BackEnd quick search
546,Client,,11/19/2019,Multiple,fall,1,0.019,BackEnd advanced search
547,Client,,11/19/2019,Multiple,autumn / fall,1,0.028,BackEnd quick search
548,Client,,11/19/2019,Multiple,autumn,1,0.017,BackEnd quick search
549,Client,,11/19/2019,Multiple,autumn,28,0.026,BackEnd quick search
550,Client,,11/19/2019,Multiple,drone / Nashville,5,0.018,BackEnd quick search
551,Client,,11/19/2019,Multiple,drone / campus,5,0.015,BackEnd quick search
552,Client,,11/19/2019,Multiple,drone,8,0.019,FrontEnd quick search
553,Client,,11/14/2019,Multiple,kirkland,4,0.015,FrontEnd quick search
554,Client,,11/14/2019,Multiple,Stambaugh,0,0,BackEnd quick search
555,Client,,11/14/2019,Multiple,,24,0.02,BackEnd advanced search
556,Client,,11/14/2019,Multiple,dinner,0,0,BackEnd quick search
557,Client,,11/14/2019,Multiple,,24,0.022,BackEnd advanced search
558,Client,,11/14/2019,Multiple,Stambaugh,0,0,FrontEnd advanced search
559,Client,,11/14/2019,Multiple,Stambaugh,0,0,FrontEnd quick search
560,Client,,11/14/2019,Multiple,22,0,0,BackEnd quick search
561,Client,,11/14/2019,Multiple,,24,0.014,FrontEnd quick search
562,Client,,11/14/2019,Multiple,,24,0.141,FrontEnd quick search
563,Client,,11/13/2019,Multiple,,24,0.017,BackEnd advanced search
564,Client,,11/13/2019,Multiple,founders,0,0,FrontEnd quick search
565,Client,,11/13/2019,Multiple,wente,0,0,FrontEnd quick search
566,Client,,11/13/2019,Multiple,,24,0.023,BackEnd advanced search
567,Client,,11/13/2019,Multiple,founders walk,0,0,FrontEnd quick search
568,Client,,11/13/2019,Multiple,football,1,0.019,FrontEnd quick search
569,Client,,11/12/2019,Multiple,,24,0.017,BackEnd advanced search
570,Client,,11/12/2019,Multiple,campus,13,0.02,BackEnd quick search
571,Client,,11/12/2019,Multiple,students,1,0.028,BackEnd quick search
572,Client,,11/12/2019,Multiple,,24,0.013,BackEnd advanced search
573,Client,,11/12/2019,Multiple,academic,0,0,FrontEnd quick search
574,Client,,11/11/2019,Multiple,,24,0.022,FrontEnd quick search
575,Client,,11/11/2019,Multiple,expert,0,0,FrontEnd quick search
576,Client,,11/8/2019,Multiple,photos,4,0.037,FrontEnd quick search
577,Client,,11/8/2019,Multiple,20191106SU,0,0,BackEnd quick search
578,Client,,11/7/2019,Multiple,&quot;jonathan metzl&quot;,0,0,BackEnd quick search
579,Client,,11/7/2019,Multiple,&quot;brandi bremmer&quot;,0,0,BackEnd advanced search
580,Client,,11/7/2019,Multiple,brandi bremmer / &quot;brandi bremmer&quot;,0,0.059,BackEnd quick search
581,Client,,11/7/2019,Multiple,brandi bremmer,0,0,FrontEnd quick search
582,Client,,11/7/2019,Multiple,,24,0.038,FrontEnd quick search
583,Client,,11/7/2019,Multiple,,24,0.03,FrontEnd quick search
584,Client,,11/5/2019,Multiple,peabody,0,0,FrontEnd quick search
585,Client,,10/24/2019,Multiple,,24,0.049,FrontEnd quick search
586,Client,,10/17/2019,Multiple,,24,0.061,FrontEnd quick search
587,Client,,10/16/2019,Multiple,,24,0.082,FrontEnd quick search
588,Client,,10/11/2019,Multiple,,24,0.051,FrontEnd quick search
589,Client,,10/11/2019,Multiple,,24,0.097,FrontEnd quick search
590,Client,,10/4/2019,Multiple,,24,0.06,FrontEnd quick search
591,Client,,10/1/2019,Multiple,,24,0.084,FrontEnd quick search
592,Client,,9/25/2019,Multiple,,24,0.045,FrontEnd quick search
593,Client,,9/24/2019,Multiple,Bass,0,0,BackEnd quick search
594,Client,,9/24/2019,Multiple,,24,0.048,BackEnd advanced search
595,Client,,9/24/2019,Multiple,,24,0.046,FrontEnd quick search
596,Client,,9/23/2019,Multiple,,24,0.047,FrontEnd quick search
597,Client,,9/20/2019,Multiple,,24,0.037,FrontEnd quick search
598,Client,,9/20/2019,Multiple,,24,0.096,FrontEnd quick search
599,Client,,9/20/2019,Multiple,,24,0.053,FrontEnd quick search
600,Client,,9/19/2019,Multiple,wyatt,0,0,FrontEnd quick search
601,Client,,9/19/2019,Multiple,fall / leaves,0,0,BackEnd quick search
602,Client,,9/19/2019,Multiple,fall / autumn,0,0,BackEnd advanced search
603,Client,,9/19/2019,Multiple,fall / autumn,1,0.043,BackEnd quick search
604,Client,,9/19/2019,Multiple,fall,1,0.045,FrontEnd quick search
